algorithm,model_variant,population,feature_set,transformed_feature,coefficient,absolute_coefficient_rank,selection_reason
LogisticRegression,balanced,Global,M4,categorical__county_id_15742,1.4428678419313967,171,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15743,0.8661777692871127,835,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15744,-0.6352469634731897,1533,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15745,-0.6142760254683668,1624,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15746,1.9060732440260744,66,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15747,-1.0340756087692087,501,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15752,-0.842578445650302,903,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15753,0.008791597655188622,5426,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15755,-0.27508862185962435,3513,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15756,0.7859491439848172,1040,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15758,0.5784468497536301,1781,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15760,-0.4034737657011702,2676,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15761,1.6050531428796246,121,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15762,-0.22447607629628116,3862,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15763,-1.266068495692126,278,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15764,-0.39219108552795945,2757,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15765,-0.8089974996788191,982,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15767,0.32647717561946704,3179,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15768,-1.18749446747902,332,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15769,-0.6500578140079459,1476,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15770,0.24897832431569342,3705,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15772,1.197512398262623,325,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15773,-0.4581160985618678,2374,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15776,-1.1331259510733482,385,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15777,-0.7557843657733803,1119,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15779,-0.12842592101449474,4537,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15784,0.7402179596771642,1155,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15791,-0.1043569870065003,4699,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15792,1.148089368904687,374,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15795,-0.5567059802134409,1874,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15798,-0.3325571346175784,3148,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15800,-0.3176430096682288,3240,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15801,0.5456988968122084,1917,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15803,0.09365982200185373,4769,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15807,0.06077761267612853,5020,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15816,-0.8614205830240278,850,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15833,0.5712374463786041,1807,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15838,0.38798128200169385,2788,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15841,-0.8932388878825842,777,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15846,0.39587516250422783,2733,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15847,-0.5394722924246819,1943,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15848,-0.31334686268986134,3270,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15852,-0.04043625784192513,5174,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15862,0.4642618528402905,2344,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15877,-0.31318929819924896,3271,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15892,-0.45115220385364385,2405,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15893,0.390044718153147,2776,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15895,-0.713174344036832,1244,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15902,0.6189156841555701,1602,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15904,0.5063470209336703,2127,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15921,-0.08464728725542563,4829,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15922,-0.5090209828292627,2110,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15924,-0.39502220332330407,2741,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15927,0.08387631132772223,4837,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15931,0.3324171851962438,3150,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15932,-0.8287085657026924,932,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15940,-0.3505720034831991,3017,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15945,-0.49434609687014736,2186,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15949,-0.7271138937106022,1199,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15955,0.32156728333530715,3208,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15964,-1.7503374683104993,86,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15966,0.8369920720605047,914,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15971,1.0102819495991162,533,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15972,0.552202161228462,1892,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15976,-0.30174255871714983,3332,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15979,-0.3160164350196054,3257,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15980,-0.23010043463657603,3825,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_15993,-0.6159321910699455,1615,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16004,0.24979464904534593,3699,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16017,0.5303201961383259,1991,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16018,0.5472887221605238,1911,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16019,1.7019428177276503,96,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16020,0.34883016197482264,3033,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16021,-0.3156806403628271,3259,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16022,0.4915371735761345,2200,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16027,0.7820145631114546,1048,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16028,0.6896821500810428,1317,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16029,-0.8168296638229606,958,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16031,1.2030793678021259,320,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16033,-0.8321061696369777,928,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16034,0.4604290416773799,2363,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16035,1.1832180253930054,335,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16036,0.6306550863610959,1549,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16043,-0.4289654939027069,2526,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16093,-0.32827971589372884,3170,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16114,0.18027720834789074,4164,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16115,0.39130850208821544,2766,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16130,1.494386539532374,146,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16131,-0.5510901124409244,1894,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16139,-0.027291109543200485,5278,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16146,0.4853758295817383,2234,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16157,0.5798212409042784,1777,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16199,0.21448222818287985,3928,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16203,1.3952777712010112,198,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16224,-0.23229602161409632,3807,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16260,-0.4108128443283794,2627,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16266,0.5751671232958653,1795,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16267,1.1738017457996561,345,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16270,-0.5571569014812315,1872,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16303,-0.2701994943370435,3544,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16375,1.5481710767243788,134,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16381,-0.865801518882963,838,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16411,-1.014088573906635,528,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16434,1.6464255440056415,110,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16438,0.04032318081433068,5176,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16546,-0.38025861733510224,2843,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16587,-0.3950273172848096,2739,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16595,-0.2899775719879386,3416,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16655,-1.180429181863122,340,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16691,1.402291508659998,193,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16694,0.30651250671717695,3307,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16695,-1.1439454095474162,379,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16699,-0.2541198585913695,3669,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16737,-0.5040940036900922,2140,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16738,0.40345367690518147,2678,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16740,0.3827543553119004,2826,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16746,0.8632755478607494,844,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16753,0.6940419937192754,1297,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16756,0.30981772253516066,3289,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16765,-0.145767886411635,4394,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16766,0.15062781784605722,4369,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16779,-0.0021344952751767535,5481,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16785,-0.31248233289150656,3274,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16792,-0.08105003238197504,4866,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16797,-0.34375653513691606,3062,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16799,-0.27051340722713246,3541,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16803,0.1357165933191427,4482,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16815,1.9115198475276052,65,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16816,0.7105598515488302,1254,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16818,1.3607354606256512,217,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16819,-0.45033933015761235,2410,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16822,-0.5360600554143424,1959,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16823,0.7759041208194012,1068,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16828,0.3676360513843718,2905,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16852,0.8895167222490641,784,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16865,-0.7565349443466963,1117,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16909,0.3691809764947766,2895,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16910,0.006426074625670586,5443,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16913,0.29051102708697274,3409,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16919,-0.6931868069827609,1302,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16920,0.25754551715995394,3642,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16927,0.9246905200764531,696,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16939,-0.6030088843471223,1673,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16940,0.8649450466764916,840,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16941,-0.0922711578041061,4776,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16942,-0.21868314155388416,3905,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16943,-0.1797847279874778,4170,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16945,0.1323964339306574,4506,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16949,1.0329949895713073,503,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16950,-0.1438438338717073,4417,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16953,-0.8755364653607011,815,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16958,-0.7364188139113838,1164,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16959,-0.24938750807193288,3702,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16966,-0.1960266987338851,4057,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16968,-0.4542024245544307,2393,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16973,1.4027437328767434,192,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16975,0.6627293015430512,1422,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16977,1.4564848161877508,165,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16979,-0.667413136092356,1398,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16993,-0.8959362614093103,770,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16994,0.666800101428935,1400,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16995,-0.5238307596698885,2030,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_16999,-0.8721942822196644,825,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17002,0.12983749552961865,4530,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17003,0.15198010794001057,4354,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17008,1.1522286434532227,371,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17009,-0.3721050332561024,2882,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17012,-0.2345382195486519,3791,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17014,-0.19532834501634275,4065,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17015,0.9938176691511573,553,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17019,0.13866290408856277,4455,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17023,0.0811580534530279,4863,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17024,0.2803668509339016,3477,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17025,-0.02323874117529759,5319,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17032,0.6445795408627414,1493,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17068,0.2599619980569181,3620,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17072,-0.064003366096429,4993,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17073,0.9052407471358003,744,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17075,0.7409067676493531,1151,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17079,-0.4100502834699762,2638,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17080,0.9637095631435005,610,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17081,-0.5338238094966054,1972,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17086,-0.592827761124559,1725,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17087,-0.09840199904583184,4737,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17089,0.21020080486776266,3955,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17099,0.3344185282218528,3134,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17103,0.46331984972623846,2346,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17132,-0.4398754504981343,2458,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17138,0.3771416506140371,2860,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17139,-0.4885769582162054,2214,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17140,-0.31975709444246536,3222,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17141,0.6632882784124012,1418,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17148,0.4105287367503322,2630,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17153,0.3851000220403667,2811,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17161,0.6397150255998686,1516,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17172,-0.18076283214582978,4161,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17192,0.43062693316842365,2510,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17196,0.5129223774199262,2088,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17205,0.5043858395787002,2137,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17211,2.32897521593755,37,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17212,-1.0290204273428585,507,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17237,0.2900225300926516,3415,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17238,0.5478216898710118,1909,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17239,-0.5352431401327279,1964,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17246,0.40969143287919474,2641,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17247,-0.9172979570639681,711,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17248,0.3643317611745102,2924,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17254,-0.28994721786978217,3419,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17256,-0.6804948819588903,1351,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17260,-1.2103009183364166,315,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17261,-0.9148469438567749,717,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17262,0.9774902574809952,587,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17264,0.24802033843295587,3714,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17268,1.4850947288394032,151,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17283,0.13803574732404747,4462,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17293,0.5041525064940475,2139,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17370,0.741799224104944,1148,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17381,0.38794171103926756,2789,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17387,0.32002047771812736,3220,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17399,-0.4774129264127211,2275,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17403,1.422375599528715,182,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17408,0.5307152490160267,1987,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17447,1.034245871192566,499,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17448,-0.5118121120063962,2096,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17473,0.521089249221609,2045,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17489,0.016183656525611056,5369,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17491,0.18194877046008195,4156,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17524,-0.9050583912518508,745,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17528,-0.05613602576516808,5062,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17545,-0.3909548177837231,2769,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17551,0.48719782693962144,2226,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17552,-0.024318912897801224,5308,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17572,0.28755006842891323,3431,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17692,-0.5329797886499467,1976,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17702,0.38552031233980844,2807,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17709,0.23422250289652216,3797,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17710,-0.3064230296997479,3308,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17714,-0.6544774095133212,1453,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17715,0.01123813406116399,5407,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17716,-0.5677828618994165,1824,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17724,1.0629997045058621,469,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17727,-0.6426397957249402,1502,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17728,0.7777907543501118,1064,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17729,0.0525001657191785,5084,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17732,-0.7887586871118777,1033,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17769,1.4003421086882402,195,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_17813,1.1251558301472053,393,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18157,-0.395798059040228,2734,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18264,1.751314080056523,85,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18268,0.5063062857187433,2128,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18270,-0.5286362536175776,1997,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18273,-0.0007287319270047065,5494,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18279,0.78072952371667,1052,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18280,0.08549271784253225,4816,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18294,-0.11457181491563252,4624,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18295,0.18774866967610016,4119,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18306,-0.4901734441197677,2208,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18313,1.5295131450985153,138,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18314,-0.9286171268450623,694,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18315,0.41657041483820334,2597,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18317,-1.106254093123678,415,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18318,1.3039517629168131,251,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18320,-1.2748213798430148,272,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18321,0.6128615497289229,1629,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18324,0.6631903361031652,1419,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18325,0.3233566190370396,3202,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18326,0.2269730124827127,3848,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18327,-0.2591807528945989,3625,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18333,-0.18853417620257765,4113,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18336,1.5399285438182595,137,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18337,0.06133240014185648,5017,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18339,-0.09862919044646622,4735,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18340,0.3209149631618792,3214,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18341,-0.6023155063591475,1676,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18342,1.250665423666572,289,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18344,-0.5965710911511487,1708,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18349,-0.20781903066369395,3969,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18350,-0.22281538375283463,3871,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18351,-0.6211885018331049,1593,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18352,1.7218371488700162,91,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18359,0.4117982468838997,2620,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18360,-0.17448835191224848,4211,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18366,0.4531647005959363,2396,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18367,0.11691353292142752,4610,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18368,0.7008221864980099,1279,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18369,-0.5041676380339397,2138,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18373,-0.18507985628513407,4137,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18374,-0.39021450429325655,2773,interpretable_term
LogisticRegression,balanced,Global,M4,categorical__county_id_18375,0.13233497264646443,4507,interpretable_term
