has_entry,has_posting,n_people,fraction_all,fraction_within_entry_group
0,0,276858,0.41876864249369256,0.6285127935037015
0,1,163639,0.24751635094172955,0.3714872064962985
1,0,85255,0.12895462878370775,0.3864214262080344
1,1,135372,0.20476037778087017,0.6135785737919657
